Name,BSE Code,NSE Code,Industry,Current Price,Average return on equity 5Years,Total Assets,Price to book value,EPS,Historical PE 7Years,Price to Earning,Price to Cash Flow,Market Capitalization,Return over 1year,Return over 5years,Return over 3years,Average return on equity 3Years,Price to Sales,Cash Equivalents,Free cash flow last year,Return on assets 3years,ROCE3yr avg,Altman Z Score,Historical PE 5Years,Average Working Capital Days 3years,Average debtor days 3years,Sales growth 3Years,Sales growth 5Years,Profit growth 3Years,Profit growth 5Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,Change in promoter holding 3Years,Average EBIT 5Year,Average Earnings 5Year,EBIDT growth 3Years,EBIDT growth 5Years,EBIDT growth 7Years,Sales growth 5years median,Debt 3Years back,Debt 5Years back,Net block 3Years back,Net block 5Years back,Working capital 3Years back,Working capital 5Years back,Net block,Debt,Working capital,Free cash flow 3years,Free cash flow 5years,Operating cash flow 3years,Operating cash flow 5years,Investing cash flow 3years,Investing cash flow 5years,Book value 3years back,Book value 5years back,Inventory turnover ratio 3Years back,Inventory turnover ratio 5Years back,Exports percentage 3Years back
RPSG Ventures,542333,RPSGVENT,Commercial Services & Supplies,876.1,-1.62,15957.1,1.09,-20.51,27.82,,2.64,2898.7,-21.85,29.66,18.2,-3.22,0.29,950.77,83.28,0.7,11.04,1.27,32.87,-103.12,62.22,12.94,15.83,,5.64,,7.74,,8.94,790.99,-39.7,13.36,28.88,30.71,19.12,2809.9,1911.86,9934.21,3983.11,-1159.73,-111.09,11271.85,6152,-1542.43,229.63,796.79,2860.78,4423.58,-3444.58,-5355.56,947.26,814.36,5.25,4.29,0
RR Metalmakers,531667,,Metals & Minerals Trading,37.81,4.94,47.61,3.67,2.24,18.65,19.69,3.19,34.06,-39.02,5.16,-5.36,7.69,0.77,4.78,10.67,1.24,18.79,2.73,19.8,-16.03,54.96,-25.2,-15.49,42.35,18.9,40.38,18.04,-8.71,4.5,4.06,0.34,78.06,41.49,-0.08,-8.19,20.13,33.85,4.22,3.86,0.57,29.67,3.14,9.25,2.89,20.73,25.54,20.7,26.03,0.77,0.88,8.42,10.35,4.63,3.72,0
RRIL,531307,,Textiles & Apparels,18.05,,140.02,2.08,0.61,36.02,29.37,-163.26,218.79,-21.86,53.04,10.8,9.31,1.81,0.45,-15.69,7.51,12.14,5.03,36.02,115.72,38.7,10.72,,17.35,,17.35,,,1.49,9.76,6.3,5.64,,,18.54,10.37,,40.78,,32.22,,76.93,29.02,39.02,-5.77,-29.73,17.45,8.09,-34.26,-43.67,6.5,5.56,4.85,,0
RRP Defense,530929,,Commercial Services & Supplies,429.2,38.77,14.1,31.61,5.86,51.88,73.24,-176.08,67.38,2300.45,127.13,253.45,52.68,7.58,1.52,-0.39,6.21,31.31,10.19,41.25,196.79,267.79,207.33,66.77,284.85,158.76,284.85,158.76,96.72,-14.33,0.35,0.24,329.08,175.95,86.68,-16.47,0.46,0.64,0,0,0.26,0.42,0,1.2,2.12,0.26,0.13,0.26,0.13,0,0,2.87,2.68,,,0
RRPSemiconductor,504346,,Finance,5130.45,,38.86,413.59,4.77,31.69,1075.34,-396.67,6989.73,19948.65,,,,263.96,1.51,-17.59,-7.41,41.36,290.79,31.69,249.72,322.02,,,397.13,179.71,42.39,26.52,18.3,-73.22,2.32,1.64,452.88,198.2,118.24,8213.16,8.43,8.29,0,0,-0.01,0,0,12.04,28.94,-17.65,-17.78,-17.65,-17.78,-1.19,-1.19,,,,,
RSC Internl.,530179,,Textiles & Apparels,46.26,,0.86,147.77,-0.61,119.05,,-56.1,26.6,206.56,59.23,93.25,,24.4,0,-0.47,-49.33,-109.79,49.96,119.05,12.57,152.14,79.44,,,9.49,,9.49,,-37.06,-0.65,-0.65,,9.49,,92.86,0.12,0.2,0,0,-0.07,2.76,0,0.08,0.18,-0.63,-0.54,-0.63,-0.54,0.2,0.2,0.16,0.17,2,0.57,0
RSD Finance,539875,,Finance,105.95,6.89,292.47,0.65,10.96,9.4,9.67,-976.25,137.17,-32.43,33.81,4.91,6.67,1.26,5.84,-0.14,5.93,9.76,2.51,9.68,27.52,11.6,10.2,12.95,-6.16,12.16,-6.16,12.16,18.85,0,22.36,12.31,-0.03,12.72,14.05,11.85,32.97,20.83,54.4,51.87,13.01,2.33,55.68,21.08,12.14,21.04,40.8,21.04,40.8,-12.96,-38.61,135.62,120.87,8.75,8,0
RSWM Ltd,500350,RSWM,Textiles & Apparels,153.87,3.76,3610.77,0.56,-3.59,8.53,,1.7,724.75,-28.9,22.09,-13.32,-1.09,0.15,10.92,303.78,-0.17,3.42,2.28,7.35,22.95,51.47,8.13,11.73,,,,,,2.53,135.24,41.04,-19.61,2.74,-1.41,7.1,1102.98,1164.26,943.12,1027.13,291.6,134.18,1546.47,1716.37,88,-149.03,45.95,439.53,969.16,-714.34,-1025.25,219.84,168.12,5.26,3.26,0
RTCL,531552,,Realty,20.95,2.39,50.58,0.58,1.42,12.5,14.7,-33.97,25.14,18.83,46.83,17.24,2.82,23.94,0.72,-0.74,2.38,3.62,2.17,14.77,-867.3,1333.38,,,32.18,-4.17,32.18,-4.17,6.85,0,1.16,0.97,29.03,5.68,1.16,-100,1.91,1.67,2.16,2.43,2.03,1.91,1.6,2.32,0.87,-2.82,-4.25,-2.9,-4.33,3.06,4.31,33.05,32.77,0,0,
RTS Power Corpn.,531215,,Electrical Equipment,148.15,2.92,214.84,0.93,1.06,18.16,140.03,8.87,135.83,-45.54,38.71,28.76,3.89,0.7,0.2,12.65,2.7,6.55,3.32,19.19,123.27,120.26,29.61,12.5,57.99,-21.09,57.99,-21.09,,0,8.67,3.91,9.18,4.01,,19.17,24.69,6.87,91.44,87.77,47.7,43.77,87.91,23.27,67.31,9.02,0.62,16.45,16.07,-9.63,-41.2,140.5,138.34,2.77,2.18,0
Rubfila Intl.,500367,RUBFILA,Industrial Products,86.34,12.37,325.82,1.71,4.57,13.48,18.88,20.51,468.55,1.76,16.32,-2.76,8.74,0.97,33.56,16.43,7.36,11.75,5.74,16.76,69.34,45.61,3.98,15.52,-17.88,10.39,-17.88,8.36,-0.37,0.08,37.68,28.09,-13.46,12.64,2.29,18.59,0,0,128.22,95.49,76.15,29.08,137.87,0,119.49,40.64,38.66,72.83,117.52,-23.9,-66.87,42.25,35.53,20.12,17.33,0
Ruby Mills,503169,RUBYMILLS,Textiles & Apparels,223.75,5.98,1037.76,1.18,13.63,17.89,16.42,-21.06,748.22,-24.26,21.07,-11.18,6.43,2.81,9.26,-54.26,3.96,6.18,2.53,18.57,89.56,35.71,6.83,5.8,4.12,4.83,4.08,4.81,-0.07,0,46.89,32.8,2.89,1.98,-0.55,2.4,279.89,389.72,121.17,88.86,-30.16,-28.92,137.15,328.33,52.72,88.56,185.83,139.75,251.61,-159.8,-137.42,158.5,149.5,2.57,1.22,0
Ruchi Infrastr.,509020,RUCHINFRA,Commercial Services & Supplies,7.41,4.84,318.95,0.88,0.34,52.31,21.75,7.43,174.89,-49.66,-3.27,-8.11,1.24,2.96,18.04,6.05,0.7,3.35,1.94,52.31,-149.37,75.31,-5.61,-7.48,-64.34,17.28,-65.96,16.97,10.94,-11.95,19.98,7.68,-31.79,-3.85,3.11,-7.32,146.41,162.7,233.03,264.95,6.79,-24.18,245.05,95.09,-39.07,30.38,87.03,68.6,137.24,-40.78,-49.52,7.51,5.69,48.91,33.96,0
Ruchira Papers,532785,RUCHIRA,"Paper, Forest & Jute Products",154.65,12.76,613.2,0.99,23.3,6.52,6.64,5.01,461.55,8.63,25.8,5.01,15.57,0.7,1.3,55.66,11.67,19.49,4.08,7.22,64.41,41.96,2.46,6.51,26.92,19.8,23.81,17.17,5.63,1.98,64.42,44.4,19.82,19.6,5.26,0.25,66.28,67.63,250.82,233.96,79.15,65.27,302.08,85.72,109.96,93.03,95.95,195.12,264.11,-175.1,-238.79,111.77,101.17,5.51,4.16,0
Rudra Ecovation,514010,,Textiles & Apparels,38.08,-12.59,126.55,4.13,-0.35,590.2,,28.95,435.51,-50.82,100,85.66,-4.44,16.41,0.12,14.21,-1.66,0.77,6.83,622.9,138.81,55.14,-0.86,-9.02,14.86,-10.65,17.8,-1.63,,-40.73,-1.42,-3.06,18.93,,,-1.69,27.33,27.35,14.25,19.46,2.66,15.47,11.19,0.74,1.67,28.72,63.11,29.69,63.22,-97.16,-96.3,1.16,1.93,1.2,0.34,0
Rudra Gas,544121,,Construction,90.5,,74.73,2.3,8.05,13.04,11.25,-16.4,75.46,-38.44,,,28.46,0.75,4.32,-3.8,10.73,26.01,4.62,13.04,70.19,77.61,31.65,,53.09,,-52.44,,,,6.84,3.64,40.53,,,29.03,13.8,,7.85,,1.7,,6.41,23.86,32.12,-10.99,-9.46,-10.1,-3.25,-4.14,-9.55,,,8.75,,0
Rudra Global,539226,,Industrial Products,29.63,5.14,342.24,2.38,1.14,21.12,25.74,-22.11,297.32,-42.13,2.08,8.68,14.21,0.51,0.48,-17.13,4.63,13.66,4.18,20.03,51.2,14.39,16.95,9.21,10.52,110.09,10.54,110.11,-0.41,0,22.1,4.81,7.95,10.99,3.87,22.98,135.25,106.99,55.69,64.57,72.3,54.31,58.61,163.89,70.86,30.38,35.21,34.07,38.9,-18.44,-12.28,7.82,6.98,1.67,1.47,0
Rudrabhish. Ent.,,REPL,Construction,162.09,13.32,203.9,1.95,7.53,21.31,21.89,-23.7,293.75,-17.65,31.1,-2.91,11.32,2.71,3.85,-17.01,7.99,16.05,4.92,22.72,350.49,349.92,12.08,6.49,-3.03,24.08,-4.45,22.99,10.57,-0.09,19.49,13.57,9.63,18.43,19.88,7.35,11.31,4.91,8.48,10.86,62.8,32.64,10.34,16.34,121.04,-16.92,-34.67,-15.56,-32.75,-2.95,1.96,53.46,46.15,,,0.04
Rulka,,RULKA,Construction,128.15,,59.88,1.6,5.31,23.87,24.15,-3.7,54.57,-71.01,,,29.46,0.69,0.53,-16.14,11.24,37.56,4.35,23.87,68.85,114.48,29.88,,26.37,,-62.65,,,,4.14,2.56,22.62,,,29.14,2.82,,2.63,,0.78,,3.55,8.76,27.07,-24.57,-24.56,-23.09,-22.17,-1.45,-2.09,,,7.34,,0
Rungta Irrigatn.,530449,,Industrial Products,68.72,4.39,149.81,1.47,3.16,25.11,21.76,-9.49,136.9,-7.17,43.97,48.09,6.07,0.61,0.08,-17.73,4.21,8.63,4.52,25.64,115.94,115.95,46.15,37.19,69.38,51.47,69.32,51.44,27.09,3.32,6.09,3.28,46.87,30.2,12.15,47.44,23.4,13.94,11.1,7.56,40.3,42.9,16.37,27.98,54.77,-19.55,-37.15,-8.11,-20.09,-4.73,-5.27,33.23,32.61,3,2.33,0
Rupa & Co,533552,RUPA,Textiles & Apparels,197.13,13.44,1511.62,1.54,9.85,21.54,19.72,26.73,1567.67,-37.13,0.1,-16.91,7.4,1.29,196.32,51.04,4.77,9.54,4.28,21.71,164.86,145.14,-5.64,4.92,-24.34,6.12,-24.34,6.12,-0.57,0,172.03,114.98,-18.99,4.19,-0.91,6.42,369.87,179.09,209.97,185.31,666.68,381.88,240.99,237.92,747.09,354.84,390.28,399.13,493.66,-113.63,-284.22,110.88,91.74,1.35,1.46,0
Ruparel Food,511740,,Food Products,193.2,-2.83,4.9,12.23,-0.55,,,136.12,59.54,-24.24,93.46,24.99,-3.5,20.25,0.59,0.44,-3.42,-3.49,22.02,,166.77,155.8,,201.59,-23.69,11.3,-23.69,11.3,,0,-0.15,-0.15,-23.69,11.3,,-100,0.06,0,0,0,3.31,1.19,0,0,2.87,0.12,-1.67,0.12,-1.67,0,2.26,17.03,17.36,,,
Rushil Decor,533470,RUSHIL,Consumer Durables,27.83,10.75,1230.03,1.26,0.81,20.79,38.67,7.36,798.21,-22.8,26.27,-20.38,12.26,0.94,5.11,7.22,5.46,12.89,2.71,20.75,33.7,66.13,12.62,21.57,27.05,15.24,23.79,13.47,4.71,0.07,77.38,40.58,16.05,23.87,10.33,5.59,419.62,405.29,593.8,197.27,8.95,16.79,701.71,267.12,115.64,65.59,44.94,264.37,334.86,-207.94,-261.52,10.81,10.23,3.22,2.44,21.89
S & S Power Swit,517273,S&SPOWER,Electrical Equipment,394.1,,221.52,7.05,0.04,60.85,368.47,41.75,486.38,-6.75,93.18,155.24,,2.33,21.3,5.65,-0.37,8.89,5.13,60.85,18.27,84.08,18.86,15.13,21.31,10.99,23.69,12.99,,24.76,1.16,-3.58,37.14,26.1,-6.76,16.39,48.64,21.9,41.37,40.59,-31.63,-18.15,77.32,28.94,26.52,7.34,8.15,6.09,7.91,48.89,47.35,-18.26,-2.73,3.9,4.54,0
S & T Corporatio,514197,,Textiles & Apparels,5.81,,19.74,1.42,0.02,95.83,369.8,13.39,18.49,-66.51,38.99,-53.88,,73.96,0.64,1.37,,-0.38,2.75,95.83,1773.62,105.29,,,,,,,,-13.37,,,,,,-91.84,,,,,,,3.1,0,4.99,-4.01,,-1.02,,-5.01,,,,,,
S A I L,500113,SAIL,Ferrous Metals,129.26,9.49,136717.74,0.91,7.35,12.73,17.54,5.39,53391.17,-0.09,26.19,16.26,4.86,0.51,966.88,4536.87,2.03,6.92,2.12,12.68,-25.97,24.96,-0.32,10.69,-40.55,-0.12,-40.55,-0.12,44.52,0,9326.52,4967.87,-18.95,1.18,12.13,0.94,17284.17,54127.05,73677.49,69034.28,-10245.09,-3596.64,73326.64,36933.94,-3958.71,-5572.02,42003.45,7535.03,61952.05,-12900.02,-20170.63,131.25,109.93,2.81,1.68,0
S A Tech Soft.,,SATECH,IT - Software,54.1,11.87,60.14,1.78,5.7,17.51,9.52,-5.5,70.64,-73.78,,,28.68,0.71,2.37,-14.47,9.6,27.4,5.66,17.51,45.14,67.17,34.32,17.1,49.69,65.37,26.92,-16.45,,,4.4,1.5,75.91,38.47,,27.47,19.59,13.93,7.65,5.49,6.06,10.56,3.84,11.67,29.35,-3.2,-4.87,1.08,2.13,-1.53,-4.44,,,,,0
S C I,523598,SCI,Transport Services,208.95,10.63,11700.82,1.17,19.46,6.42,10.74,11.46,9732.89,-18.54,36.33,29.85,10.8,1.8,581.28,557.59,6.71,9.34,3.28,7.12,-1.99,81.28,3.97,4.84,-0.8,26.97,-0.8,26.97,16.08,0,913.67,775.64,5.34,8.4,13.31,11.08,3200.37,4767.23,7624.06,10653.13,-509.36,-2152.26,6711.38,2228.49,1769.64,2093.68,4186.51,3309,6089.47,-1390.11,-2325.2,128.26,175.34,7.46,6.57,0
S Chand & Compan,540497,SCHAND,Printing & Publication,194.47,3.7,1265.6,0.69,14.82,13.35,13.1,6.85,685.5,-16.26,20.48,-0.03,5.34,0.96,116.88,76.44,3.84,7.34,3.12,14.35,111.54,147.2,14.38,10.88,79.75,21.16,79.4,21.12,-7.27,-0.28,59.74,32.47,25.94,64.93,-4.47,8.61,182.12,264.42,568.89,588.38,243.65,204.31,531.94,108.19,382.99,245.92,436.13,302.05,516.25,-77.97,-98.35,237.26,233.96,1.34,0.95,0.24
S D Retail,,SDREAMS,Textiles & Apparels,128,,175.69,2.17,4.57,2.62,28,154.43,239.65,,,,13.89,1.38,49.58,-2.91,6,15.28,4.97,2.62,87.81,178.38,15.48,,-5.4,,-69.53,,,,10.14,6.15,5.23,,,16.71,18.44,,2.84,,26.09,,7.19,33.06,96.09,-19.39,-14.91,-10.96,-5.05,-53.16,-53.15,,,2.96,,0
S H Kelkar & Co.,539450,SHK,Chemicals & Petrochemicals,259.77,10.91,2659.8,2.83,13.39,21.49,27.51,228.41,3595.76,5.62,26.4,20.79,8.42,1.61,86.78,-79.99,4.13,10.26,4.14,21.46,70.81,92.96,10.73,13.77,-15.02,10.75,-15.02,11.21,-0.12,-3.43,185.81,115.42,8.96,12.28,7.3,15.35,698.02,365.23,959.48,472.49,507.27,232.78,952.57,832.24,444.53,115.3,331.85,319.87,565.21,-262.99,-544.45,73.2,67.34,1.88,1.95,0
S I Cap. & Fin.,530907,,Commercial Services & Supplies,38,-7.73,13.14,3.52,1.42,112,27.51,-9.7,18.43,12.43,19.34,3.27,-6.43,6.42,1.33,-1.89,-3.18,2.02,3.46,112,-58.3,0,63.1,49.74,49,37.04,41.09,30.28,12,-10.89,0.07,-0.24,361.04,92.6,22.08,54.24,0.97,0,0.1,0.04,0.45,0.97,0.14,7.29,0.95,-9.37,-11.84,-9.17,-11.51,0.11,0.79,8.23,8.5,,,0
S I Paper Mills,516108,,"Paper, Forest & Jute Products",79.75,-1.82,443.09,0.71,-3.1,8.47,,3.72,149.53,-22,5.47,-14.27,-8.29,0.39,1.25,41.88,-3.88,-1.17,2.16,10.49,-7.92,61.14,6.52,11.16,,,,,,-10.6,8.47,-3.77,-16.74,-8.91,7.88,8.36,198.76,42.2,304.11,128.08,15.67,39.6,317.35,174.87,0.39,8.71,-113.97,22.61,83.46,-13.21,-195.03,137.43,123.74,6.36,4.36,0
S J Logistics (I,,SJLOGISTIC,Transport Services,386.75,,297.46,2.72,37.22,15.96,10.56,-11.48,591.46,-39.39,,,,1.12,1.24,-51.74,,33.9,7.69,15.96,130.03,122.27,,,,,,,,,,,,,,81.97,,,,,,,41.49,60.86,201.91,-98.59,,-96.69,,-4.67,,,,,,
S P Apparels,540048,SPAL,Textiles & Apparels,733.4,11.65,1456.15,2.15,39.03,13.37,18.79,41.44,1840.29,-31.66,48.4,18.15,11.87,1.18,41.29,-36.85,7.42,14.1,4.5,16.55,42.91,52.14,17.55,11.55,3.74,11.46,4.56,11.99,10.79,0.24,122.38,77.46,7.31,13.09,7.53,25.84,231.32,226.26,449.58,443.94,250.71,147.83,595.26,380.83,232.31,152.51,182.79,339.63,447.02,-324.16,-374.29,248.23,217.33,1.35,1.27,0
S P Capital Fin.,530289,,Commercial Services & Supplies,50.02,6.94,126.64,1.2,4.61,24.23,10.85,22.07,30.06,-12.54,28.55,43.44,2.98,3.71,1.1,1.36,1.26,3.39,0.92,23.11,-33.69,0,86.97,17.23,54.39,41.88,54.39,41.88,16.81,1.6,2.62,1.56,118.08,80.93,40.15,86.9,4.91,0.26,0,0.25,4.68,5.66,0,100.3,0.39,12.87,13.81,12.87,12.04,-110.21,-113.46,38.17,36.18,,,0
S P I C,590030,SPIC,Fertilizers & Agrochemicals,115.68,20.64,2284.84,1.96,7.85,7.91,14.74,-62.06,2355.71,28.33,40.74,21.97,20.12,0.76,50.16,-290.6,10.21,21.37,4.18,8.74,-17.49,2.02,18.07,8.22,-1.71,18.21,-1.71,18.21,20.1,0.1,236.81,168.71,12.07,19.17,14.35,22.78,305.08,407.76,681.95,353.09,-288.83,-200.7,619.76,721.74,2.75,-177.03,-266.01,178.04,432.67,-354.72,-669.33,34.08,25.33,3.54,4.88,0
S T C,512531,STCINDIA,Commercial Services & Supplies,119.28,,2359.98,,4.29,18.63,17.88,-4.21,715.68,-35.69,14.98,7.36,,,40.32,-170.04,1.72,7.91,0.55,18.39,-5483800.34,-5162914.42,,,-7.12,24.96,-7.12,24.96,18.75,0,28.23,23.83,47.54,47.59,-12.65,-100,806.23,806.23,0,886.7,-1068.86,-922.68,0,806.23,-42.29,-253.74,-451.88,-253.9,-450.22,298.55,448.52,-32.93,-18.2,18,1896.77,0
S V Global Mill,535621,,Realty,139,0.35,66.34,3.86,0.3,166.25,457,99.44,251.35,-15.63,27.78,30.95,-0.46,39.4,6.58,2.51,-0.42,0.33,8.53,177.06,2440.69,1870.69,0.92,0.09,-18.42,13.7,-18.42,13.7,-33.05,0,0.95,0.23,-15.61,-4.16,-26.68,0.94,0,0,8.6,8.02,56.09,54.26,8.7,0.09,52.35,2.17,9.02,3.46,11.21,-2.68,-3.55,35.74,35.35,0.02,0.02,0
S. V. J. Enterp.,543799,,"Paper, Forest & Jute Products",224.5,,21.91,7.93,0.95,58.53,235.98,-90.45,125.07,69.31,,,5.03,24.19,4.22,-1.4,4.11,7.27,11.18,58.53,468.3,233.34,1.26,,-9.71,,-61.56,,,,,,1.07,,,3.02,1.37,,1.21,,0.96,,2.29,4.84,11.62,-10.32,,-8.97,,-2.35,,,,,,0
S.A.L Steel,532604,SALSTEEL,Ferrous Metals,22.17,14.26,338.45,4.86,-1.91,10.28,,-9.11,188.37,-4.44,46.37,36.85,1.44,0.34,0.51,-39.28,0.23,7.73,2.83,17.18,25.15,46.28,2.55,5.97,,,,,,0,13.87,4.97,-1.99,-1.58,14.94,-1.89,124.15,160.58,145.88,118.04,-96.17,11.72,150.58,177.53,28.13,-4.7,40.31,13.9,59.75,-33.78,-34.53,4.45,3.08,10.97,9.94,0
S.M. Gold,542034,,Consumer Durables,15.08,1.82,40.17,0.67,0.68,19.76,27.72,26.19,19.96,-23.49,-7.42,-26.77,1.87,0.18,0.41,0.73,0.99,3.42,5.16,15.72,88.97,2.03,19.78,24.66,29.91,34.4,29.91,34.3,10.31,-25.02,0.96,0.31,29.01,23.9,27.95,22.23,8.92,4.03,0.08,0.9,12.55,8.47,0.08,16.33,17.02,8.8,6.62,8.85,5.92,-3.66,-2.01,15.08,13.41,2.77,2.59,0
Saakshi Medtech,,SAAKSHI,Electrical Equipment,164.3,16.36,131.33,2.96,2.67,37.94,61.59,96.3,290.09,-37.53,,,14.23,3.14,3.26,-12.18,9.77,19.54,5.79,37.94,84.15,68.97,0.31,8.57,-20.46,-4.04,,,,,12.06,7.97,-11.54,-1.12,,-0.15,16.36,18.99,25.79,22.48,8.76,0.82,60.09,17.83,35.82,-36.7,-32.17,21.25,32.49,-57.12,-63.37,,,5.09,4.52,0
SAB Events,540081,SABEVENTS,Media,6.26,,1.24,,-0.53,,,-24.34,6.56,-46.13,33.08,-5.85,,3.28,0.02,-0.24,-24.63,-77.84,4.07,,-843.52,97.58,4.84,-2.94,10.54,4.48,10.54,4.48,9.14,-9.55,-0.87,-1.04,,19.42,10.53,-1.69,2.38,1.28,3.07,4.71,-2.08,-1.12,0.67,2.01,-2.31,-0.34,0.03,-0.37,0.01,1.03,0.02,0.78,1.86,,,0
SAB Industries,539112,,Construction,151.65,6.12,562.24,0.65,17.91,4.13,8.47,36.76,230.66,-10.77,40.2,22.2,2.96,5.73,15.91,6.47,2.1,3.72,1.93,4.13,438.92,0,,36.28,,-0.73,,-0.7,,0,21.71,18.04,,3.82,,-87.58,27.23,27.72,21.68,21.59,43.14,38.09,19.35,64.23,59.18,-39.35,-52.29,-49.74,-61.74,14.25,13.56,206.31,120.28,0,0,
Sabar Flex India,,SABAR,Industrial Products,7.85,9.11,79.23,0.36,0.41,10.22,19.07,-2.48,13.54,-65.57,,,8.55,0.09,0.24,-5.62,3.95,11.15,3.58,10.22,82.31,82.35,26.86,18.36,-23.73,-4.63,-34.35,-12.84,,,4.96,1.98,-2.44,4.51,,17.08,24.58,20.19,9.77,8.28,13.67,8.98,11.34,24.49,41.75,-9.58,-9.99,-4.94,-1.87,-4.64,-8.12,,,2.67,3.32,0
Saboo Sodium,530461,,Food Products,16.91,-0.1,74.56,1.51,-0.23,36.77,,-5.7,70.97,-26.16,35.3,-2.51,0.33,1.25,3.86,-13.49,0.2,4.23,3.94,39.29,265.46,102.59,-5.58,14.25,149.33,23.03,149.59,23.1,5.77,1.73,2.77,-0.04,3.82,-1.68,-2.21,6.24,23.72,25.56,14.66,16.89,27.66,19.24,14.74,21.79,43.68,-10.23,-12.98,-9.64,-11.83,-0.6,3.28,6.75,6.74,1.17,0.39,0
Sabrimala Indus.,540132,,Commercial Services & Supplies,11,1.33,12.16,1.38,0.61,26.84,18.09,-23.93,9.59,0.82,16.99,50.76,2.69,,0.91,-0.4,1.12,4.29,2.93,26.84,1110.94,122.12,,,69.56,24.95,69.56,24.95,14.92,0,0.16,0.09,83.05,29.43,22.81,-100,0,0,0.01,0.04,6.41,1.43,0.01,0,6.94,0.41,-0.42,0.41,-0.44,0.55,1.48,7.37,7.54,0.28,0,0
Sacheerome,,SACHEEROME,Chemicals & Petrochemicals,199.55,,84.68,,9.78,18.63,27.96,19.88,446.45,,,,25.65,4.15,1.92,-1.8,17.52,32.89,11.71,18.63,48.52,60.79,18.96,,52.31,,-4.05,,,,,,38.11,,,20.73,8.26,,8.71,,6.44,,22.54,3.47,9.09,7.26,,43,,-35.58,,,,,,0
Sacheta Metals,531869,,Non - Ferrous Metals,4.1,5.31,75.95,0.99,0.17,20.11,23.73,-38.25,51.25,-19.29,7.47,-1.42,4.67,0.53,5.41,-2.31,2.83,6.03,4,20.4,94.95,47.71,0.54,-1.12,-1.84,10.41,-10.23,4.64,-2.08,4.4,3.85,2.1,6.44,5.34,1.7,8.31,23.96,17.98,10.82,8.72,18.4,17.99,10.29,19.24,32.42,-1.4,-3.39,5.29,8.03,-4.64,-9.86,3.68,3.5,3.06,5.19,68.79
Sadbhav Engg.,532710,SADBHAV,Construction,14.04,,6676.3,,-8.26,41.01,,0.8,240.89,-59.91,-23.72,-2.61,,0.25,63.8,328.02,-3.73,5.69,0.24,,-145.63,66.63,-18.4,-21.55,18.69,1.89,18.69,1.89,,-4.35,387.51,-316.31,-3.55,-19.5,-14.99,-14.96,6158.88,6767.98,411.41,4461.15,-32.14,655.35,137.03,3777.6,-753.27,3263.3,5119.31,3233.62,1322.26,135.8,5505.7,46.72,84.24,2.31,3.69,0
Sadbhav Infra.,539346,SADBHIN,Construction,4.28,,5240.01,,-1.2,1.79,19.89,0.25,150.75,-45.27,-25.3,-15.52,,0.21,45.85,606.03,-0.36,12.1,0.4,1.79,-117.52,17.72,-9.9,-20.88,,13.12,,13.12,8.98,-0.09,562.76,-60.16,-22.76,-15.87,-10.91,-14.3,5150.5,5911.9,218.51,4030.79,-665.7,-287.79,114.25,3205.75,409.85,3456.02,5451.47,3514.82,4089.3,-518.85,653.72,6.5,5.31,,,0
Sadhana Nitro,506642,SADHNANIQ,Chemicals & Petrochemicals,10.06,3.93,637.1,1.18,0.15,133.79,68.75,6.92,331.39,-82.05,1.43,-53.84,2.2,2.1,8.91,-45.59,0.98,6,1.97,385.9,178.72,226.42,7.92,9.31,6.72,-12.39,5.56,-13.01,-18.63,-17.29,22.02,7.39,31.17,7.36,3.33,8.81,116.32,46.32,74.85,84.34,33.88,20.79,158.7,247.39,77.23,-200.21,-253.32,7.33,3.29,-206.21,-268.38,5.02,4.07,-0.08,0.79,0
Sadhav Shipping,,SADHAV,Transport Services,111.25,,252.01,1.61,8.19,15.46,13.59,2.93,159.67,-42.99,,,14.38,1.65,9.75,-33.61,6.49,14.91,2.3,15.46,-14.35,46.98,11.67,,57.46,,,,,,13.64,6.91,35.97,,,11.88,20.83,,45.27,,2.38,,202.49,110.3,8.16,-106.08,-94.58,69.37,92.75,-175.45,-187.33,,,,,0
Safari Inds.,523025,SAFARI,Consumer Durables,2146.3,18.57,1316.35,11,30.45,65.7,70.61,183.48,10512.13,-13.14,61.1,41.43,23.44,5.68,225.03,-87.5,16.81,29.06,16.24,66.9,64.17,46.66,35.94,20.9,66.69,35.44,61.91,33.04,28.77,-4.6,124.75,89.94,57.37,27.92,28.51,27.92,55.61,114.23,95.86,79.44,198.57,166.91,413.56,124.81,588.93,21.52,97.64,324.87,451.63,-424.49,-525.76,67.19,62.27,3.38,1.38,0
Safe Enterprises,,SAFEENTP,Consumer Durables,201.55,,101.94,,11.42,17.95,23.97,30.25,939.31,,,,,6.79,27.39,29.09,,96.45,19.18,17.95,26,70.45,,,,,,,,,,,,,,37.06,,,,,,,9.95,0.24,39.53,,,,,,,,,,,
Saffron Industri,531436,,"Paper, Forest & Jute Products",28.34,,13.21,,4.27,5,6.63,4,20.36,132.1,62.78,58.26,,2.16,1.15,5.1,-2.64,14.58,3,4.98,-21.83,5.2,-29.26,-6.47,52.96,57.87,52.96,57.87,20.11,0,-0.85,-0.85,224.17,41.77,48.79,-4.65,19.14,20.58,9.43,11.85,0.14,2.85,0.81,12.22,1.05,7.08,8.93,6.28,8.53,0.9,0.55,-12.71,-10.23,214.75,106.88,0
